,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,loudness_sma3_amean,loudness_sma3_stddevNorm,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_stddevNorm
0,38.79521942138672,0.179831862449646,1.7209022045135498,0.8918556571006775,1.8642525672912598,1.1191253662109375,0.8417611718177795,-11.48813247680664,-1.6835561990737915,4.742244720458984,4.681563377380371,0.055018626153469086,1.5597240924835205,1.5259158611297607,0.6877254247665405,713.1258544921875,0.387790709733963,1163.2755126953125,0.3046038746833801,913.3862915039062,0.11753787845373154,0.5384917855262756
1,36.20741271972656,0.1868804544210434,0.647872805595398,0.694063663482666,0.39954674243927,0.9850784540176392,1.2434426546096802,13.112324714660645,1.2550475597381592,8.122086524963379,2.1788787841796875,0.031081601977348328,1.913507342338562,1.3178714513778687,0.7984827756881714,649.8168334960938,0.376611590385437,1161.6444091796875,0.2746522128582001,828.3215942382812,0.10994496196508408,0.6476527452468872
2,39.55133056640625,0.18452896177768707,1.4544811248779297,0.9384123086929321,1.6162753105163574,1.1937222480773926,1.1131999492645264,-5.479738235473633,-3.3585143089294434,2.435162305831909,8.818465232849121,0.047121938318014145,1.469149112701416,1.5147534608840942,0.6520569920539856,740.7260131835938,0.33857887983322144,1206.9842529296875,0.3160099685192108,948.3140869140625,0.1167503222823143,0.5822213292121887
3,34.303932189941406,0.27678290009498596,1.1814281940460205,0.9831870794296265,0.8642774224281311,1.0402165651321411,1.5671206712722778,1.4239956140518188,9.004632949829102,14.162606239318848,1.286145806312561,0.051732223480939865,1.9360206127166748,1.3957252502441406,0.79659503698349,665.8296508789062,0.6045098900794983,1082.899658203125,0.31249308586120605,869.4212646484375,0.13909947872161865,0.470111221075058
4,32.24693298339844,0.14284759759902954,0.4378761053085327,0.7929596304893494,0.3219461739063263,1.0679689645767212,0.8357117176055908,18.32686424255371,0.7171748876571655,8.430658340454102,1.9562581777572632,0.032046351581811905,2.252009153366089,1.2738417387008667,0.9502793550491333,640.6099853515625,0.334576815366745,1246.52490234375,0.2127690315246582,976.247802734375,0.11210879683494568,0.3974432945251465
5,27.85413932800293,0.22640341520309448,0.7231590747833252,0.8607707023620605,0.611829936504364,1.0478849411010742,0.7014206051826477,13.690893173217773,1.186761498451233,15.440725326538086,1.1569777727127075,0.050628211349248886,1.905852198600769,1.4339920282363892,0.8821474313735962,557.5218505859375,0.35800638794898987,1255.9986572265625,0.21542921662330627,933.8441772460938,0.13930702209472656,0.46834734082221985
6,38.176597595214844,0.18275374174118042,0.6203826665878296,1.03587007522583,0.4689830541610718,1.3652273416519165,0.9036104083061218,4.760432243347168,3.362816572189331,1.920253038406372,9.398786544799805,0.04551580920815468,1.8244067430496216,1.2457025051116943,0.8126497864723206,676.1112060546875,0.36962413787841797,1250.7406005859375,0.2519472539424896,919.4041748046875,0.11291152983903885,0.41885578632354736
7,35.43858337402344,0.2157503068447113,1.0686544179916382,0.8279673457145691,0.793620765209198,1.0781458616256714,1.0191023349761963,7.207637310028076,2.353517770767212,1.7082492113113403,12.86522102355957,0.05807033181190491,1.5673011541366577,1.3490054607391357,0.7892654538154602,704.0241088867188,0.36827215552330017,1227.0355224609375,0.23698577284812927,956.358642578125,0.10911596566438675,0.5319116711616516
8,34.3990592956543,0.19008439779281616,0.6895368099212646,0.7425305247306824,0.5578701496124268,1.003319501876831,0.6685152053833008,10.562766075134277,1.5328550338745117,2.836132526397705,6.580138206481934,0.03892330452799797,1.9033499956130981,1.3891152143478394,0.8654342889785767,629.80517578125,0.36682721972465515,1267.83349609375,0.2241249531507492,1004.8165283203125,0.1356038749217987,0.4284905791282654
9,31.813770294189453,0.25185540318489075,1.1026664972305298,1.0624148845672607,0.9037669897079468,1.1477121114730835,1.0302939414978027,5.747169017791748,3.11419677734375,19.236703872680664,0.9696701169013977,0.04952268302440643,1.8412772417068481,1.4572683572769165,0.888988196849823,550.5958862304688,0.4689890146255493,1126.0526123046875,0.26794981956481934,828.802490234375,0.11459678411483765,0.7188159227371216
